match_id,city,stadium,venue_id,country
11974053,Groningen,Martini Plaza,7324,Netherlands
11974066,Vilnius,SEB Arena,36345,Lithuania
11998445,Montpellier,Court Patrice Dominguez,20333,France
11998446,Montpellier,Court Patrice Dominguez,20333,France
11998447,Montpellier,Court Patrice Dominguez,20333,France
11998448,Montpellier,Court Patrice Dominguez,20333,France
11998449,Montpellier,Court Patrice Dominguez,20333,France
11998450,Montpellier,Court Patrice Dominguez,20333,France
11998451,Montpellier,Court 1,20332,France
11998456,Montpellier,Court Patrice Dominguez,20333,France
11998459,Montpellier,Court Patrice Dominguez,20333,France
11998666,Burnie,Ct 3,20228,Australia
11998667,Burnie,Ct 3,20228,Australia
11998670,Burnie,Centre Court,24474,Australia
11998671,Burnie,Centre Court,24474,Australia
11998672,Burnie,Ct 5,20229,Australia
11998674,Burnie,Centre Court,24474,Australia
11998675,Burnie,Centre Court,24474,Australia
11998676,Burnie,Ct 5,20229,Australia
11998772,"Cleveland, OH",Stadium,43514,USA
11998774,"Cleveland, OH",Stadium,43514,USA
11998780,Cleveland,Court 4,24518,USA
11998782,"Cleveland, OH",Stadium,43514,USA
11998783,"Cleveland, OH",Stadium,43514,USA
11998784,"Cleveland, OH",Stadium,43514,USA
11998785,Cleveland,Court 4,24518,USA
11998786,"Cleveland, OH",Stadium,43514,USA
11999004,Koblenz,Center Court,20126,Germany
11999005,Koblenz,Center Court,20126,Germany
11999007,Koblenz,Center Court,20126,Germany
11999009,Koblenz,Court 1,20127,Germany
11999010,Koblenz,Center Court,20126,Germany
11999011,Koblenz,Court 1,20127,Germany
11999012,Koblenz,Court 1,20127,Germany
11999013,Koblenz,Center Court,20126,Germany
11999014,Koblenz,Center Court,20126,Germany
11999209,Piracicaba,Quadra Central,34555,Brazil
11999210,Piracicaba,Quadra Central,34555,Brazil
11999211,Piracicaba,Quadra 3,43513,Brazil
11999212,Piracicaba,Quadra Central,34555,Brazil
11999213,Piracicaba,Quadra Central,34555,Brazil
11999215,Piracicaba,Quadra Central,34555,Brazil
11999219,Piracicaba,Quadra 3,43513,Brazil
11999220,Piracicaba,Quadra Central,34555,Brazil
12001976,Cairo,Smash Sporting Club,43498,Egypt
12002040,Hua Hin,Centre Court,19267,Thailand
12002041,Hua Hin,Centre Court,19267,Thailand
12002042,Hua Hin,Centre Court,19267,Thailand
12002043,Hua Hin,Centre Court,19267,Thailand
12002044,Hua Hin,Centre Court,19267,Thailand
12002048,Linz,Center Court,18810,Austria
12002049,Linz,Center Court,18810,Austria
12002050,Linz,Center Court,18810,Austria
12002051,Linz,Court 1,18725,Austria
12002052,Linz,Center Court,18810,Austria
12002053,Linz,Center Court,18810,Austria
12002055,Linz,Center Court,18810,Austria
12002057,Hua Hin,Centre Court,19267,Thailand
12002058,Hua Hin,Centre Court,19267,Thailand
12002060,Hua Hin,Centre Court,19267,Thailand
12002064,Hua Hin,Centre Court,19267,Thailand
12002065,Linz,Center Court,18810,Austria
12002068,Linz,Center Court,18810,Austria
12002078,Cairo,El Gezera Sporting Club,34068,Egypt
12002109,Tashkent,Humo Ice Dome Tashkent,26394,Uzbekistan
12002112,Auckland,ASB Tennis Centre,28821,New Zealand
12010829,Montpellier,Court Patrice Dominguez,20333,France
12010830,Montpellier,Court 1,20332,France
12011297,Koblenz,Center Court,20126,Germany
12011301,Koblenz,Center Court,20126,Germany
12011306,Koblenz,Court 1,20127,Germany
12014547,Linz,Center Court,18810,Austria
12016976,Linz,Center Court,18810,Austria
12017442,Porto,Court 2,17579,Portugal
12017453,Porto,Court 1,17578,Portugal
12017455,Sharm El Sheikh,Court 3,17612,Egypt
12017458,Sharm El Sheikh,Court 3,17612,Egypt
12017459,Sharm El Sheikh,Court 5,33931,Egypt
12017462,Porto,Court 2,17579,Portugal
12017463,Sharm El Sheikh,Court 5,33931,Egypt
12017464,Porto,Court 2,17579,Portugal
12017465,Porto,Court 1,17578,Portugal
12017468,Antalya,Court 5,18121,Turkey
12017473,Porto,Court 3,17582,Portugal
12017477,Porto,Court 1,17578,Portugal
12017480,Antalya,Court 1,17286,Turkey
12017483,Antalya,Court 22,28265,Turkey
12017488,Veigy-Foncenex,Court 2,24486,France
12017495,Veigy-Foncenex,Court 1,24487,France
12017501,Veigy-Foncenex,Court 1,24487,France
12017504,N/A,Court 3,36105,
12017505,N/A,Court 1,36107,
12017506,Veigy-Foncenex,Court 2,24486,France
12017510,N/A,Court 2,36104,
12017511,N/A,Court 1,36107,
12017513,N/A,Court 1,36107,
12017514,N/A,Court 3,36105,
12017517,Andrezieux-Boutheon,Court 1,26847,France
12017520,Andrezieux-Boutheon,Central,33874,France
12017522,Andrezieux-Boutheon,Court 1,26847,France
12017523,Andrezieux-Boutheon,Central,33874,France
12017526,Andrezieux-Boutheon,Court 1,26847,France
12017528,Monastir,Court 3,23363,Tunisia
12017533,Andrezieux-Boutheon,Central,33874,France
12017539,Monastir,Court 1,23881,Tunisia
12017648,Burnie,Court 2,24477,Australia
12017656,Burnie,Centre Court,24474,Australia
12018083,Indore,Court 4,31593,India
12018812,Antalya,Court 2,31437,Turkey
12018833,Monastir,Court 8,24180,Tunisia
12018836,Monastir,Court 7,23891,Tunisia
12018842,Sharm El Sheikh,Court 6,33930,Egypt
12018844,Sharm El Sheikh,Court 5,33931,Egypt
12018847,Sharm El Sheikh,Court 4,28799,Egypt
12018849,Sharm El Sheikh,Court 6,33930,Egypt
12018857,Antalya,Court 20,28269,Turkey
12018899,Porto,Court 1,17578,Portugal
12018932,Sharm El Sheikh,Court 4,28799,Egypt
12018933,Sharm El Sheikh,Court 4,28799,Egypt
12018934,Sharm El Sheikh,Court 3,17612,Egypt
12018937,Sharm El Sheikh,Court 2,28801,Egypt
12018939,Sharm El Sheikh,Court 3,17612,Egypt
12018941,Sharm El Sheikh,Court 3,17612,Egypt
12018944,Sharm El Sheikh,Court 1,28802,Egypt
12018945,Sharm El Sheikh,Court 4,28799,Egypt
12019043,Veigy-Foncenex,Court 1,24487,France
12019094,Monastir,Court 6,23890,Tunisia
12019105,Hammamet,Court 1,18293,Tunisia
12019106,Veigy-Foncenex,Court 2,24486,France
12019658,Veigy-Foncenex,Court 2,24486,France
12019672,Monastir,Court 2,23360,Tunisia
12019673,Monastir,Court 4,23364,Tunisia
12019677,Monastir,Center Court,23654,Tunisia
12019755,Porto,Court 2,17579,Portugal
12019899,Porto,Court 1,17578,Portugal
12019944,Andrezieux-Boutheon,Court 2,26846,France
12019945,Andrezieux-Boutheon,Court 2,26846,France
12019949,Andrezieux-Boutheon,Court 2,26846,France
12019979,Veigy-Foncenex,Court 1,24487,France
12020048,N/A,Court 2,36104,
12020068,N/A,Court 3,36105,
12020069,N/A,Court 4,36106,
12020070,N/A,Court 4,36106,
12020071,N/A,Court 4,36106,
12020072,N/A,Court 4,36106,
12020073,N/A,Court 3,36105,
12020074,N/A,Court 2,36104,
12020075,N/A,Court 2,36104,
12020509,Burnie,Court 3,24475,Australia
12020510,Burnie,Court 1,24476,Australia
12020513,Burnie,Court 1,24476,Australia
12020532,Burnie,Court 2,24477,Australia
12020544,Burnie,Court 1,24476,Australia
12020555,Burnie,Court 3,24475,Australia
12020624,Indore,COURT 1,19841,India
12020718,Indore,Court 2,19926,India
12021294,Antalya,Court 3,18122,Turkey
12021309,Antalya,Court 21,28266,Turkey
12021318,Indore,COURT 1,19841,India
12021328,Antalya,Court 2,31437,Turkey
12021399,Antalya,Court 4,18123,Turkey
12021419,Indore,Court 3,19925,India
12021434,Indore,Court 4,31593,India
12021435,Indore,Court 3,19925,India
12021442,Hammamet,Court 3,18292,Tunisia
12021451,Hammamet,Court 3,18292,Tunisia
12021493,Monastir,Court 3,23363,Tunisia
12021494,Antalya,Court 22,28265,Turkey
12021502,Hammamet,Court 4,18290,Tunisia
12021503,Antalya,Court 5,18121,Turkey
12021508,Antalya,Court 1,17286,Turkey
12021512,Vilnius,Match Court,36361,Lithuania
12021516,Vilnius,Match Court,36361,Lithuania
12021518,Monastir,Center Court,23654,Tunisia
12021519,Sharm El Sheikh,Court 6,33930,Egypt
12021521,Monastir,Court 1,23881,Tunisia
12021522,Hammamet,Court 9,19766,Tunisia
12021530,Andrezieux-Boutheon,Central,33874,France
12021532,Indore,Court 2,19926,India
12021538,Sharm El Sheikh,Court 1,28802,Egypt
12021539,Monastir,Court 4,23364,Tunisia
12021558,Koblenz,Center Court,20126,Germany
12021562,Antalya,Court 21,28266,Turkey
12021566,Monastir,Court 6,23890,Tunisia
12021581,Sharm El Sheikh,Court 4,28799,Egypt
12021589,Antalya,Court 4,18123,Turkey
12021590,Hammamet,Court 10,20125,Tunisia
12021599,Antalya,Court 3,18122,Turkey
12021601,Koblenz,Court 1,20127,Germany
12021605,Andrezieux-Boutheon,Court 1,26847,France
12021622,Hammamet,Court 1,18293,Tunisia
12021623,Antalya,Court 20,28269,Turkey
12021624,Hammamet,Court 4,18290,Tunisia
12021658,Porto,Court 2,17579,Portugal
12021659,Monastir,Court 3,23363,Tunisia
12021806,Sharm El Sheikh,Court 1,28802,Egypt
12021807,Sharm El Sheikh,Court 6,33930,Egypt
12021848,Sharm El Sheikh,Court 4,28799,Egypt
12022185,Monastir,Court 7,23891,Tunisia
12022248,Monastir,Court 5,23362,Tunisia
12022250,Veigy-Foncenex,Court 2,24486,France
12022251,Antalya,Court 2,31437,Turkey
12022262,Monastir,Court 2,23360,Tunisia
12022282,Veigy-Foncenex,Court 1,24487,France
12022295,Monastir,Center Court,23654,Tunisia
12022305,Sharm El Sheikh,Court 4,28799,Egypt
12022321,Sharm El Sheikh,Court 3,17612,Egypt
12022327,Andrezieux-Boutheon,Central,33874,France
12022336,Monastir,Court 2,23360,Tunisia
12022371,Porto,Court 1,17578,Portugal
12022396,Sharm El Sheikh,Court 3,17612,Egypt
12022430,Andrezieux-Boutheon,Court 1,26847,France
12022438,Sharm El Sheikh,Court 3,17612,Egypt
12022439,Monastir,Court 5,23362,Tunisia
12022452,Sharm El Sheikh,Court 4,28799,Egypt
12022453,Monastir,Court 1,23881,Tunisia
12022492,Andrezieux-Boutheon,Central,33874,France
12022513,Porto,Court 2,17579,Portugal
12022525,Sharm El Sheikh,Court 5,33931,Egypt
12022526,Veigy-Foncenex,Court 3,24488,France
12022527,Sharm El Sheikh,Court 3,17612,Egypt
12022528,Porto,Court 1,17578,Portugal
12022562,Andrezieux-Boutheon,Central,33874,France
12022672,Andrezieux-Boutheon,Central,33874,France
12022674,Veigy-Foncenex,Court 1,24487,France
12022675,Porto,Court 1,17578,Portugal
12022680,Sharm El Sheikh,Court 1,28802,Egypt
12022685,N/A,Court 1,36107,
12022703,N/A,Court 3,36105,
12022718,Andrezieux-Boutheon,Court 1,26847,France
12022727,N/A,Court 4,36106,
12022801,N/A,Court 2,36104,
12022802,N/A,Court 4,36106,
12023335,Burnie,Court 5,28441,Australia
12023340,Burnie,Court 1,24476,Australia
12023348,Guangzhou,Centre Court,18460,China
12023350,Guangzhou,Centre Court,18460,China
12023352,Tu Son,Match Court,38005,Vietnam
12023353,Tu Son,Match Court,38005,Vietnam
12023361,Auckland,Match Court,43558,New Zealand
12023362,Auckland,Match Court,43558,New Zealand
12023461,Indore,Court 2,19926,India
12023462,Burnie,Centre Court,24474,Australia
12023465,Indore,COURT 1,19841,India
12023470,Burnie,Court 1,24476,Australia
12024041,Tashkent,Match Court,36371,Uzbekistan
12024043,Tashkent,Match Court,36371,Uzbekistan
12024064,Indore,Court 3,19925,India
12024149,Indore,COURT 1,19841,India
12024225,Antalya,Court 3,18122,Turkey
12024232,Cairo,Smash Sporting Club,43498,Egypt
12024235,Cairo,Smash Sporting Club,43498,Egypt
12024236,Hammamet,Court 3,18292,Tunisia
12024243,Antalya,Court 1,17286,Turkey
12024248,Hammamet,Court 10,20125,Tunisia
12024249,Antalya,Court 1,17286,Turkey
12024252,Antalya,Court 4,18123,Turkey
12024254,Sharm El Sheikh,Court 5,33931,Egypt
12024307,Antalya,Court 2,31437,Turkey
12024308,Antalya,Court 2,31437,Turkey
12024356,Sharm El Sheikh,Court 4,28799,Egypt
12024368,Groningen,Match Court,38015,Netherlands
12024386,Cairo,El Gezera Sporting Club,34068,Egypt
12024387,Cairo,El Gezera Sporting Club,34068,Egypt
12024430,Sharm El Sheikh,Court 3,17612,Egypt
12024431,Antalya,Court 5,18121,Turkey
12024440,Andrezieux-Boutheon,Central,33874,France
12024550,Antalya,Court 21,28266,Turkey
12024572,Sharm El Sheikh,Court 4,28799,Egypt
12024628,Hammamet,Court 4,18290,Tunisia
12024632,Sharm El Sheikh,Court 6,33930,Egypt
12024643,Vilnius,Match Court,36361,Lithuania
12024644,Porto,Court 1,17578,Portugal
12024645,Hammamet,Court 9,19766,Tunisia
12024652,Sharm El Sheikh,Court 3,17612,Egypt
12024769,Veigy-Foncenex,Court 1,24487,France
12024782,Porto,Court 2,17579,Portugal
12024913,Sharm El Sheikh,Court 3,17612,Egypt
12025016,Sharm El Sheikh,Court 4,28799,Egypt
12025030,Porto,Court 1,17578,Portugal
12025056,Andrezieux-Boutheon,Central,33874,France
12025057,Porto,Court 2,17579,Portugal
12025085,Veigy-Foncenex,Court 1,24487,France
12025144,Andrezieux-Boutheon,Central,33874,France
12025672,Auckland,Match Court,43558,New Zealand
11974052,Kraljevo,Sport Hall Ibar,31876,Serbia
11974053,Groningen,Martini Plaza,7324,Netherlands
11974066,Vilnius,SEB Arena,36345,Lithuania
11974067,Tatabanya,Tatabányai Multifunkciós Csarnok,37936,Hungary
11974068,Turku,Gatorade Center,5866,Finland
11974071,Helsingborg,Idrottens Hus,6760,Sweden
11987997,Montreal,Stade Iga,43477,Canada
11998445,Montpellier,Court Patrice Dominguez,20333,France
11998446,Montpellier,Court Patrice Dominguez,20333,France
11998447,Montpellier,Court Patrice Dominguez,20333,France
11998452,Montpellier,Court Patrice Dominguez,20333,France
11998453,Montpellier,Court Patrice Dominguez,20333,France
11998454,Montpellier,Court Patrice Dominguez,20333,France
11998456,Montpellier,Court Patrice Dominguez,20333,France
11998459,Montpellier,Court Patrice Dominguez,20333,France
11998664,Burnie,Centre Court,24474,Australia
11998666,Burnie,Ct 3,20228,Australia
11998667,Burnie,Ct 3,20228,Australia
11998670,Burnie,Centre Court,24474,Australia
11998671,Burnie,Centre Court,24474,Australia
11998673,Burnie,Centre Court,24474,Australia
11998772,"Cleveland, OH",Stadium,43514,USA
11998776,"Cleveland, OH",Stadium,43514,USA
11998777,"Cleveland, OH",Stadium,43514,USA
11998779,"Cleveland, OH",Stadium,43514,USA
11998780,Cleveland,Court 4,24518,USA
11998781,"Cleveland, OH",Stadium,43514,USA
11998784,"Cleveland, OH",Stadium,43514,USA
11998786,"Cleveland, OH",Stadium,43514,USA
11999004,Koblenz,Center Court,20126,Germany
11999005,Koblenz,Center Court,20126,Germany
11999006,Koblenz,Center Court,20126,Germany
11999007,Koblenz,Center Court,20126,Germany
11999009,Koblenz,Court 1,20127,Germany
11999011,Koblenz,Court 1,20127,Germany
11999014,Koblenz,Center Court,20126,Germany
11999015,Koblenz,Center Court,20126,Germany
11999018,Koblenz,Center Court,20126,Germany
11999019,Koblenz,Center Court,20126,Germany
11999206,Piracicaba,Quadra Central,34555,Brazil
11999207,Piracicaba,Quadra Central,34555,Brazil
11999208,Piracicaba,Quadra 3,43513,Brazil
11999211,Piracicaba,Quadra 3,43513,Brazil
11999212,Piracicaba,Quadra Central,34555,Brazil
11999213,Piracicaba,Quadra Central,34555,Brazil
11999214,Piracicaba,Quadra 3,43513,Brazil
11999219,Piracicaba,Quadra 3,43513,Brazil
12001944,Bogota,Club Bellavista Colsubsidio,43497,Colombia
12001976,Cairo,Smash Sporting Club,43498,Egypt
12002041,Hua Hin,Centre Court,19267,Thailand
12002049,Linz,Center Court,18810,Austria
12002050,Linz,Center Court,18810,Austria
12002051,Linz,Court 1,18725,Austria
12002053,Linz,Center Court,18810,Austria
12002055,Linz,Center Court,18810,Austria
12002057,Hua Hin,Centre Court,19267,Thailand
12002058,Hua Hin,Centre Court,19267,Thailand
12002059,Linz,Center Court,18810,Austria
12002060,Hua Hin,Centre Court,19267,Thailand
12002061,Linz,Center Court,18810,Austria
12002064,Hua Hin,Centre Court,19267,Thailand
12002065,Linz,Center Court,18810,Austria
12002066,Hua Hin,Centre Court,19267,Thailand
12002067,Hua Hin,Centre Court,19267,Thailand
12002068,Linz,Center Court,18810,Austria
12002072,Linz,Center Court,18810,Austria
12002078,Cairo,El Gezera Sporting Club,34068,Egypt
12002102,Gjovik,Gjoevik Olympic Cavern Hall,29752,Norway
12002109,Tashkent,Humo Ice Dome Tashkent,26394,Uzbekistan
12002112,Auckland,ASB Tennis Centre,28821,New Zealand
12017513,N/A,Court 1,36107,
12017514,N/A,Court 3,36105,
12018899,Porto,Court 1,17578,Portugal
12019043,Veigy-Foncenex,Court 1,24487,France
12019658,Veigy-Foncenex,Court 2,24486,France
12020048,N/A,Court 2,36104,
12021512,Vilnius,Match Court,36361,Lithuania
12021513,Vilnius,Match Court,36361,Lithuania
12021514,Vilnius,Match Court,36361,Lithuania
12021515,Vilnius,Match Court,36361,Lithuania
12021516,Vilnius,Match Court,36361,Lithuania
12021538,Sharm El Sheikh,Court 1,28802,Egypt
12021658,Porto,Court 2,17579,Portugal
12022282,Veigy-Foncenex,Court 1,24487,France
12022321,Sharm El Sheikh,Court 3,17612,Egypt
12022492,Andrezieux-Boutheon,Central,33874,France
12022526,Veigy-Foncenex,Court 3,24488,France
12022528,Porto,Court 1,17578,Portugal
12022562,Andrezieux-Boutheon,Central,33874,France
12022672,Andrezieux-Boutheon,Central,33874,France
12022675,Porto,Court 1,17578,Portugal
12022685,N/A,Court 1,36107,
12022703,N/A,Court 3,36105,
12022718,Andrezieux-Boutheon,Court 1,26847,France
12022727,N/A,Court 4,36106,
12022801,N/A,Court 2,36104,
12022802,N/A,Court 4,36106,
12023335,Burnie,Court 5,28441,Australia
12023340,Burnie,Court 1,24476,Australia
12023348,Guangzhou,Centre Court,18460,China
12023349,Guangzhou,Centre Court,18460,China
12023350,Guangzhou,Centre Court,18460,China
12023351,Guangzhou,Centre Court,18460,China
12023352,Tu Son,Match Court,38005,Vietnam
12023353,Tu Son,Match Court,38005,Vietnam
12023354,Tu Son,Match Court,38005,Vietnam
12023355,Tu Son,Match Court,38005,Vietnam
12023356,Tu Son,Match Court,38005,Vietnam
12023358,Auckland,Match Court,43558,New Zealand
12023359,Auckland,Match Court,43558,New Zealand
12023360,Auckland,Match Court,43558,New Zealand
12023361,Auckland,Match Court,43558,New Zealand
12023362,Auckland,Match Court,43558,New Zealand
12023461,Indore,Court 2,19926,India
12023462,Burnie,Centre Court,24474,Australia
12023465,Indore,COURT 1,19841,India
12023470,Burnie,Court 1,24476,Australia
12024039,Tashkent,Match Court,36371,Uzbekistan
12024040,Tashkent,Match Court,36371,Uzbekistan
12024041,Tashkent,Match Court,36371,Uzbekistan
12024042,Tashkent,Match Court,36371,Uzbekistan
12024043,Tashkent,Match Court,36371,Uzbekistan
12024064,Indore,Court 3,19925,India
12024149,Indore,COURT 1,19841,India
12024225,Antalya,Court 3,18122,Turkey
12024226,Monastir,Court 5,23362,Tunisia
12024231,Cairo,Smash Sporting Club,43498,Egypt
12024232,Cairo,Smash Sporting Club,43498,Egypt
12024233,Cairo,Match Court,43563,Egypt
12024234,Cairo,Match Court,43563,Egypt
12024235,Cairo,Smash Sporting Club,43498,Egypt
12024236,Hammamet,Court 3,18292,Tunisia
12024239,Tunis,Match Court,36381,Tunisia
12024240,Tunis,Match Court,36381,Tunisia
12024242,Tunis,Match Court,36381,Tunisia
12024243,Antalya,Court 1,17286,Turkey
12024245,Monastir,Court 3,23363,Tunisia
12024248,Hammamet,Court 10,20125,Tunisia
12024249,Antalya,Court 1,17286,Turkey
12024252,Antalya,Court 4,18123,Turkey
12024254,Sharm El Sheikh,Court 5,33931,Egypt
12024307,Antalya,Court 2,31437,Turkey
12024308,Antalya,Court 2,31437,Turkey
12024355,Monastir,Center Court,23654,Tunisia
12024356,Sharm El Sheikh,Court 4,28799,Egypt
12024365,Monastir,Court 7,23891,Tunisia
12024368,Groningen,Match Court,38015,Netherlands
12024369,Groningen,Match Court,38015,Netherlands
12024370,Groningen,Match Court,38015,Netherlands
12024371,Monastir,Court 2,23360,Tunisia
12024386,Cairo,El Gezera Sporting Club,34068,Egypt
12024387,Cairo,El Gezera Sporting Club,34068,Egypt
12024388,Cairo,El Gezera Sporting Club,34068,Egypt
12024389,Cairo,El Gezera Sporting Club,34068,Egypt
12024390,Cairo,Match Court,43563,Egypt
12024426,Guangzhou,Centre Court,18460,China
12024430,Sharm El Sheikh,Court 3,17612,Egypt
12024431,Antalya,Court 5,18121,Turkey
12024435,Monastir,Court 6,23890,Tunisia
12024440,Andrezieux-Boutheon,Central,33874,France
12024489,Monastir,Court 1,23881,Tunisia
12024510,Helsingborg,Idrottens Hus,6760,Sweden
12024512,Helsingborg,Idrottens Hus,6760,Sweden
12024513,Helsingborg,Idrottens Hus,6760,Sweden
12024514,Helsingborg,Idrottens Hus,6760,Sweden
12024550,Antalya,Court 21,28266,Turkey
12024555,Tatabanya,Match Court,43587,Hungary
12024556,Tatabanya,Match Court,43587,Hungary
12024557,Tatabanya,Match Court,43587,Hungary
12024559,Tatabanya,Match Court,43587,Hungary
12024572,Sharm El Sheikh,Court 4,28799,Egypt
12024613,Kraljevo,Match Court,42401,Serbia
12024614,Kraljevo,Match Court,42401,Serbia
12024615,Kraljevo,Match Court,42401,Serbia
12024617,Kraljevo,Match Court,42401,Serbia
12024628,Hammamet,Court 4,18290,Tunisia
12024632,Sharm El Sheikh,Court 6,33930,Egypt
12024637,Gjovik,Match Court,43564,Norway
12024640,Gjovik,Match Court,43564,Norway
12024641,Gjovik,Match Court,43564,Norway
12024642,Vilnius,Match Court,36361,Lithuania
12024643,Vilnius,Match Court,36361,Lithuania
12024644,Porto,Court 1,17578,Portugal
12024645,Hammamet,Court 9,19766,Tunisia
12024652,Sharm El Sheikh,Court 3,17612,Egypt
12024769,Veigy-Foncenex,Court 1,24487,France
12024782,Porto,Court 2,17579,Portugal
12024794,Monastir,Court 4,23364,Tunisia
12024837,Turku,Match Court,43586,Finland
12024838,Turku,Match Court,43586,Finland
12024840,Turku,Match Court,43586,Finland
12024913,Sharm El Sheikh,Court 3,17612,Egypt
12024934,Bogota,Campo Estadio,36407,Colombia
12024935,Bogota,Campo Estadio,36407,Colombia
12025016,Sharm El Sheikh,Court 4,28799,Egypt
12025030,Porto,Court 1,17578,Portugal
12025044,Veigy-Foncenex,Court 1,24487,France
12025056,Andrezieux-Boutheon,Central,33874,France
12025057,Porto,Court 2,17579,Portugal
12025061,Veigy-Foncenex,Court 1,24487,France
12025067,Andrezieux-Boutheon,Central,33874,France
12025085,Veigy-Foncenex,Court 1,24487,France
12025130,Santa Tecla,Match Court,43565,El Salvador
12025132,Santa Tecla,Match Court,43565,El Salvador
12025133,N/A,Court 2,36104,
12025138,Montreal,Match Court,43567,Canada
12025139,Montreal,Match Court,43567,Canada
12025142,N/A,Court 3,36105,
12025144,Andrezieux-Boutheon,Central,33874,France
12025149,N/A,Court 3,36105,
12025174,N/A,Court 2,36104,
12025672,Auckland,Match Court,43558,New Zealand
12025679,Burnie,Court 3,24475,Australia
12025684,Taipei,Center Court,43570,Chinese Taipei
12025685,Taipei,Center Court,43570,Chinese Taipei
12025687,Hong Kong,Match Court,41708,Hong Kong
12025690,Hong Kong,Match Court,41708,Hong Kong
12025752,Burnie,Centre Court,24474,Australia
12025799,Auckland,Match Court,43558,New Zealand
12025849,Indore,COURT 1,19841,India
12026470,Indore,COURT 1,19841,India
12026623,Antalya,Court 3,18122,Turkey
12026792,Sharm El Sheikh,Court 3,17612,Egypt
12026797,Sharm El Sheikh,Court 4,28799,Egypt
12026852,Nicosia,Match Court,43578,Cyprus
12026853,Nicosia,Match Court,43578,Cyprus
12026855,Islamabad,Center Court,24393,Pakistan
12026857,Islamabad,Center Court,24393,Pakistan
12026875,Vilnius,Match Court,36361,Lithuania
12026878,Vilnius,Match Court,36361,Lithuania
12026987,Hammamet,Court 10,20125,Tunisia
12027048,Hammamet,Court 9,19766,Tunisia
12027058,Burgas,Match Court,43579,Bulgaria
12027148,Antalya,Court 5,18121,Turkey
12027491,Antalya,Court 2,31437,Turkey
12027494,Antalya,Court 1,17286,Turkey
12027516,Lome,Match Court,43582,Togo
12027519,Lome,Match Court,43582,Togo
12027535,Limerick,Match Court,43584,Ireland
12027539,Sharm El Sheikh,Court 4,28799,Egypt
12027541,Varazdin,Match Court,43598,Croatia
12027547,Andrezieux-Boutheon,Central,33874,France
12027611,Sharm El Sheikh,Court 3,17612,Egypt
12027640,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12027641,Abu Dhabi,Court 1,31392,United Arab Emirates
12027643,Abu Dhabi,Court 1,31392,United Arab Emirates
12027644,Abu Dhabi,Court 2,31394,United Arab Emirates
12027645,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12027646,Abu Dhabi,Court 2,31394,United Arab Emirates
12027647,Abu Dhabi,Court 1,31392,United Arab Emirates
12027648,Abu Dhabi,Court 2,31394,United Arab Emirates
12027649,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12027651,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12027652,Abu Dhabi,Court 2,31394,United Arab Emirates
12027653,Porto,Court 2,17579,Portugal
12027654,Abu Dhabi,Court 1,31392,United Arab Emirates
12027665,Mumbai,Center Court,19752,India
12027666,Mumbai,Center Court,19752,India
12027667,Mumbai,Center Court,19752,India
12027668,Mumbai,Center Court,19752,India
12027669,Mumbai,Court 1,19754,India
12027672,Mumbai,Court 1,19754,India
12027673,Mumbai,Court 1,19754,India
12027674,Mumbai,Court 1,19754,India
12027677,Mumbai,Court 2,19753,India
12027678,Mumbai,Court 2,19753,India
12027679,Mumbai,Court 2,19753,India
12027680,Mumbai,Center Court,19752,India
12027726,Vilnius,Match Court,36361,Lithuania
12027906,Rosario,Match Court,43590,Argentina
12027950,Porto,Court 1,17578,Portugal
12027973,Cluj Napoca,Center Court,32552,Romania
12027974,Cluj Napoca,Center Court,32552,Romania
12027975,Cluj Napoca,Center Court,32552,Romania
12027978,Cluj Napoca,Center Court,32552,Romania
12027980,Cluj Napoca,Court 2,32553,Romania
12027981,Cluj Napoca,Court 2,32553,Romania
12027982,Cluj Napoca,Court 2,32553,Romania
12027984,Cluj Napoca,Court 2,32553,Romania
12028119,Vilnius,Match Court,36361,Lithuania
12028146,Veigy-Foncenex,Court 1,24487,France
12028542,Veigy-Foncenex,Court 1,24487,France
12028737,Auckland,Match Court,43558,New Zealand
12029386,Guangzhou,Centre Court,18460,China
12029395,Auckland,Match Court,43558,New Zealand
12029459,Tu Son,Match Court,38005,Vietnam
12029551,Tashkent,Match Court,36371,Uzbekistan
12029619,Cairo,El Gezera Sporting Club,34068,Egypt
12029656,Abu Dhabi,Stadium Court,28117,United Arab Emirates
12029657,Cairo,Smash Sporting Club,43498,Egypt
12029664,Abu Dhabi,Court 1,31392,United Arab Emirates
12037643,Cluj Napoca,Center Court,32552,Romania
12038557,Tashkent,Match Court,36371,Uzbekistan
12038623,Kraljevo,Match Court,42401,Serbia
12038644,Cairo,El Gezera Sporting Club,34068,Egypt
12038683,Monastir,Court 2,23360,Tunisia
12038684,Monastir,Court 1,23881,Tunisia
12038685,Groningen,Match Court,38015,Netherlands
12038726,Monastir,Center Court,23654,Tunisia
12038917,Turku,Match Court,43586,Finland
12039412,Tatabanya,Match Court,43587,Hungary
12024368,Groningen,Match Court,38015,Netherlands
12024613,Kraljevo,Match Court,42401,Serbia
12024557,Tatabanya,Match Court,43587,Hungary
